Date, Lights Per Day, PD
12/30/2010,58,10
12/28/2014,108,17
10/26/2016,236,10
12/20/2014,7,0
1/11/2016,1,nan
1/15/2017,189,14
10/22/2015,101,18
3/15/2011,1,31
6/21/2012,67,25
3/15/2013,12,2
5/8/2005,1,4
6/7/2013,31,24
6/21/2012,13,18
8/30/2014,188,3
3/31/2011,199,22
4/30/2016,157,7
6/16/2016,90,18
10/2/2012,1,nan
3/29/2012,47,7
10/5/2011,76,13
9/9/2014,1,nan
10/26/2014,65,17
11/2/2011,180,5
12/22/2010,53,5
9/1/2016,1,nan
5/15/2011,62,12
8/20/2011,127,5
11/23/2010,1,0
6/18/2013,11,12
4/21/2011,211,15
4/11/2016,1,nan
12/18/2011,260,8
12/7/2014,63,2
3/5/2017,1,nan
2/20/2011,39,18
10/13/2016,142,16
7/29/2016,1,nan
8/27/2012,30,12
5/24/2011,76,10
7/20/2014,40,18
11/14/2015,329,25
3/2/2016,1,nan
12/16/2013,4,20
2/26/2015,12,24
4/8/2011,35,1
6/30/2016,1,nan
8/10/2015,233,16
7/21/2008,1,4
5/21/2016,147,6
7/10/2012,35,7
12/31/2013,116,22
11/25/2013,18,11
6/13/2012,8,19
1/17/2012,84,18
8/9/2014,189,5
8/17/2014,140,3
12/8/2014,163,16
9/12/2013,54,16
7/29/2011,59,3
4/13/2015,148,25
12/4/2014,215,22
12/7/2012,12,15
7/26/2013,29,9
4/24/2011,45,23
10/14/2016,1,nan
2/12/2015,86,10
1/6/2014,40,3
10/24/2015,51,7
12/18/2015,223,12
1/3/2011,98,11
9/9/2012,1,nan
11/3/2014,209,6
11/13/2012,1,nan
3/24/2015,146,3
3/1/2017,16,24
6/28/2017,39,17
2/11/2011,34,18
3/2/2012,1,0
11/3/2016,203,6
1/28/2013,5,3
9/5/2017,83,18
8/16/2015,148,5
5/8/2011,147,8
12/10/2015,86,1
9/26/2010,1,25
8/28/2011,110,19
3/10/2014,52,12
10/12/2014,136,11
9/17/2013,39,7
6/4/2013,27,17
3/19/2015,1,nan
10/23/2014,200,6
12/10/2016,466,8
7/9/2017,102,16
9/28/2016,182,12
8/14/2013,1,0
8/12/2013,14,20
1/31/2017,84,15
10/20/2012,142,4
4/29/2014,38,10
9/26/2015,1,nan
10/9/2015,28,24
2/4/2016,4,0
4/21/2012,7,1
7/20/2011,76,14
2/21/2011,78,5
12/13/2014,1,nan
10/3/2012,34,13
2/26/2016,151,7
11/17/2015,1,nan
3/10/2013,17,5
11/19/2015,348,4
5/3/2008,1,4
3/28/2016,62,15
2/27/2014,35,25
6/5/2014,127,16
12/20/2015,1,nan
10/31/2013,20,17
3/7/2013,40,17
4/6/2017,151,4
3/27/2015,250,4
5/4/2013,1,nan
11/11/2013,13,20
1/12/2014,43,5
7/12/2011,60,13
6/26/2016,145,12
5/3/2015,230,4
12/25/2012,1,0
9/24/2010,1,13
6/5/2011,144,6
10/24/2016,72,1
2/9/2014,22,1
11/24/2016,207,25
3/13/2006,1,4
11/18/2014,105,12
4/9/2014,13,17
12/2/2013,34,1
10/29/2012,3,0
1/8/2011,19,23
1/4/2013,9,12
12/19/2013,41,12
4/6/2012,22,18
4/4/2012,73,17
9/30/2010,4,11
11/14/2015,278,12
7/5/2016,1,nan
12/4/2016,119,15
10/12/2010,4,17
7/13/2016,455,22
11/10/2012,25,14
4/15/2015,41,1
8/9/2007,1,4
6/2/2015,173,3
4/25/2015,216,3
5/6/2014,159,4
2/15/2017,135,16
2/14/2012,6,2
9/26/2016,1,nan
10/6/2013,54,9
2/5/2011,54,17
5/25/2015,298,4
2/23/2017,185,9
10/2/2016,140,11
8/18/2016,407,9
2/22/2011,26,23
7/17/2012,37,14
1/4/2015,80,15
9/22/2011,506,8
8/5/2014,67,17
7/14/2016,2,31
11/13/2015,348,25
6/21/2013,14,17
6/20/2014,106,11
9/2/2016,1,nan
1/6/2014,24,17
3/29/2014,182,4
10/31/2015,204,12
1/5/2011,75,9
10/18/2014,204,25
2/16/2016,98,9
7/15/2016,91,17
10/10/2013,26,18
12/21/2015,1,nan
11/21/2012,7,20
11/19/2016,180,11
10/24/2015,64,19
3/25/2015,2,0
9/29/2014,97,14
7/14/2012,16,1
7/30/2014,57,18
3/16/2016,103,11
8/23/2016,322,25
12/17/2016,179,9
10/5/2014,183,25
6/21/2011,104,19
5/30/2014,69,7
10/11/2010,1,25
12/16/2016,3,31
8/12/2014,132,9
5/3/2011,9,2
12/14/2016,100,5
8/20/2015,475,8
9/16/2017,128,9
2/12/2015,1,nan
2/11/2015,158,10
1/10/2015,260,8
1/16/2014,137,4
11/29/2014,168,12
10/25/2014,87,14
6/3/2016,124,14
1/1/2013,39,6
5/24/2014,20,14
7/7/2011,310,8
1/22/2015,93,12
1/14/2007,1,4
4/4/2012,1,21
10/3/2016,214,14
7/6/2015,74,2
4/1/2012,13,1
4/12/2016,42,24
10/10/2010,2,18
5/18/2013,10,24
11/7/2014,172,5
5/4/2016,432,8
4/5/2013,7,19
10/29/2010,48,15
4/22/2015,269,8
8/17/2017,10,20
2/3/2015,94,16
4/13/2016,17,20
11/26/2010,44,25
11/13/2006,1,4
7/7/2014,134,7
3/23/2012,25,9
8/29/2017,108,12
1/10/2013,1,0
8/15/2016,305,5
11/12/2015,251,12
7/24/2013,78,4
7/3/2017,1,nan
12/9/2015,1,nan
4/20/2016,102,5
9/2/2014,1,nan
10/25/2010,21,7
2/21/2011,1,0
2/12/2017,208,22
8/26/2017,106,12
8/9/2012,1,nan
11/11/2011,399,22
7/22/2015,252,6
5/23/2017,93,5
8/28/2015,280,11
11/8/2010,10,13
6/15/2017,1,31
10/12/2016,80,15
8/9/2017,18,20
6/4/2011,174,8
9/24/2014,163,3
6/11/2017,39,19
12/22/2014,200,4
10/8/2013,1,nan
9/21/2011,84,18
8/6/2013,28,2
5/17/2017,97,15
12/29/2016,1,nan
1/11/2015,1,nan
4/4/2017,1,nan
2/14/2011,35,1
12/15/2015,30,20
4/20/2012,16,18
12/14/2011,103,12
7/8/2017,465,8
12/18/2016,171,25
7/18/2011,46,3
6/3/2014,21,19
4/11/2014,137,22
9/12/2004,1,4
4/8/2012,64,8
12/2/2010,77,15
4/19/2011,2,31
4/13/2015,173,22
3/12/2011,30,21
4/20/2017,172,7
9/27/2016,196,10
2/18/2012,33,24
3/25/2014,90,7
11/2/2016,99,19
3/19/2011,61,12
2/13/2012,92,15
5/6/2013,9,19
2/24/2015,222,4
9/20/2015,223,11
9/11/2013,53,25
6/7/2011,286,4
5/18/2011,115,8
4/22/2016,1,nan
10/1/2014,230,6
9/17/2014,525,8
6/3/2011,101,17
11/25/2016,368,22
3/19/2012,85,22
5/17/2014,37,15
7/21/2013,84,8
9/9/2016,767,8
5/12/2015,9,0
6/20/2013,1,13
2/23/2016,1,nan
3/5/2016,111,5
6/17/2015,69,17
11/13/2014,208,16
11/12/2014,179,5
9/5/2012,1,nan
10/5/2013,27,18
12/21/2013,85,6
7/10/2013,8,18
3/6/2017,159,3
10/5/2014,52,18
10/7/2011,476,16
5/9/2014,43,2
8/7/2013,84,10
10/23/2013,25,15
2/7/2016,131,10
4/19/2012,17,18
9/15/2011,303,4
2/4/2015,10,24
11/27/2013,62,12
5/7/2016,37,20
8/19/2014,262,6
10/15/2010,1,12
2/9/2017,1,nan
5/2/2012,48,17
4/24/2015,205,6
7/18/2010,1,25
3/4/2011,79,5
9/19/2012,90,3
3/2/2011,146,22
8/17/2012,2,20
8/31/2016,124,19
7/6/2013,9,20
3/9/2012,33,19
11/20/2011,287,25
4/28/2015,22,20
5/9/2011,101,25
1/6/2015,46,18
11/23/2013,29,15
12/3/2012,31,15
10/17/2013,63,25
4/19/2016,134,11
8/9/2016,237,12
5/23/2015,108,16
1/3/2013,14,7
3/5/2011,62,24
4/28/2016,457,8
3/30/2014,56,5
6/6/2012,56,25
5/24/2013,16,7
8/22/2017,40,2
10/15/2016,15,0
8/25/2013,32,3
3/21/2014,30,17
1/29/2014,33,10
5/7/2013,1,nan
2/21/2016,2,31
3/2/2016,154,7
7/21/2014,49,19
11/23/2016,39,24
8/8/2016,628,4
12/2/2015,81,24
4/14/2014,67,3
8/12/2011,22,2
4/29/2017,102,15
2/6/2016,292,22
4/26/2017,162,7
7/15/2013,32,15
10/30/2016,106,18
6/7/2014,1,nan
10/18/2015,215,12
7/23/2015,8,20
1/23/2017,211,11
12/5/2015,1,nan
6/23/2014,1,nan
3/24/2016,94,12
11/5/2013,31,17
6/27/2017,1,nan
1/30/2014,7,20
11/30/2013,41,2
9/24/2012,41,13
2/25/2011,36,3
8/28/2015,174,15
7/23/2013,7,20
6/7/2012,44,11
1/27/2012,277,16
3/16/2015,140,3
3/25/2015,101,5
9/18/2014,2,31
9/4/2015,313,4
3/30/2012,58,15
6/19/2011,58,12
8/9/2012,33,18
10/21/2010,1,0
2/16/2012,29,24
1/28/2016,60,15
6/11/2006,1,4
4/27/2017,95,3
11/20/2014,173,6
10/19/2013,34,3
7/2/2011,297,22
5/7/2017,114,7
9/12/2011,435,8
2/10/2013,10,17
1/21/2012,43,9
3/10/2012,61,15
11/26/2011,75,1
11/20/2015,63,24
12/11/2015,1,nan
7/3/2012,123,4
1/31/2012,53,9
8/2/2004,1,4
5/10/2017,59,5
3/27/2017,59,18
1/21/2017,1,nan
4/4/2015,168,22
1/20/2017,1,nan
12/28/2011,308,22
7/25/2016,129,15
1/27/2017,86,15
10/28/2010,9,18
12/16/2010,17,21
9/18/2016,1,nan
7/11/2015,91,14
4/7/2013,16,9
9/7/2015,1,nan
8/10/2014,83,17
10/19/2011,165,11
4/11/2015,9,24
5/13/2016,49,24
9/16/2010,3,5
3/12/2014,1,nan
2/3/2011,233,16
12/10/2010,41,9
12/1/2012,2,0
9/11/2017,96,14
8/29/2012,43,18
12/17/2013,77,9
2/2/2015,56,1
3/15/2017,86,6
11/19/2014,1,nan
1/21/2006,1,4
8/18/2014,162,3
11/8/2012,135,4
1/29/2013,16,10
2/3/2013,8,9
2/10/2016,69,2
2/9/2012,147,11
7/25/2010,1,17
2/25/2017,1,nan
2/12/2011,155,16
10/12/2014,44,20
2/7/2012,5,2
12/20/2013,43,2
9/19/2014,110,10
7/25/2013,32,12
3/11/2014,14,20
9/14/2012,76,16
7/11/2011,123,17
1/19/2017,111,18
9/9/2017,45,2
4/18/2014,30,14
6/10/2011,25,2
4/10/2012,108,25
3/10/2015,93,16
9/10/2014,52,19
7/26/2011,118,7
7/16/2017,1,nan
4/9/2011,82,14
1/5/2015,40,1
2/6/2017,198,10
10/6/2012,49,8
7/24/2012,26,13
2/17/2014,22,10
2/23/2011,39,18
8/24/2007,1,4
7/17/2015,144,12
8/6/2012,29,17
6/17/2011,75,5
1/29/2017,17,0
7/5/2013,22,11
1/15/2017,187,3
5/23/2016,72,18
5/15/2011,110,17
3/2/2014,1,31
12/5/2010,43,5
7/13/2015,16,20
12/7/2014,170,25
12/16/2014,99,7
10/2/2014,111,9
8/8/2012,125,5
3/18/2014,50,3
7/30/2017,110,5
3/8/2014,34,18
5/8/2014,65,25
7/16/2015,187,10
1/15/2017,1,nan
3/27/2012,1,21
11/20/2013,67,12
10/9/2016,105,1
1/21/2011,115,11
1/23/2017,1,nan
3/17/2013,25,17
11/4/2012,71,11
10/12/2015,1,nan
2/24/2012,33,1
6/8/2014,49,12
9/9/2013,10,20
8/15/2017,132,7
2/4/2011,39,19
9/25/2011,109,15
2/12/2017,208,4
4/4/2017,118,22
9/20/2017,170,6
7/26/2013,10,20
5/8/2016,162,6
7/16/2012,14,12
8/11/2017,91,14
12/31/2010,18,24
11/28/2015,18,20
2/4/2014,75,9
11/25/2014,121,9
12/15/2016,25,24
6/27/2014,57,17
3/4/2015,87,11
9/2/2017,133,11
7/16/2013,13,19
12/18/2010,76,25
11/1/2012,11,24
4/10/2017,138,3
10/14/2013,50,10
9/7/2011,146,10
3/20/2011,40,23
10/8/2012,30,13
5/10/2013,1,nan
10/7/2012,80,11
9/29/2015,1,nan
7/25/2010,1,4
6/14/2017,1,nan
10/22/2010,2,12
1/5/2017,74,19
7/19/2014,504,8
4/5/2014,3,0
6/8/2017,47,12
5/22/2014,112,5
10/9/2015,130,19
2/11/2017,5,20
2/17/2017,78,5
6/4/2013,11,12
2/3/2017,174,3
12/27/2010,123,15
5/19/2011,1,0
5/10/2014,18,14
11/21/2010,79,22
9/7/2016,1,nan
3/30/2015,1,nan
10/8/2011,156,17
11/16/2010,7,12
11/24/2014,60,2
6/5/2012,14,17
8/1/2011,103,10
4/13/2016,1,nan
12/26/2010,34,21
8/13/2011,174,9
8/16/2014,124,25
11/11/2010,3,23
10/10/2015,133,17
7/6/2014,1,nan
7/20/2011,30,21
8/6/2017,87,14
2/26/2016,39,24
6/18/2016,125,16
3/23/2017,63,17
2/26/2012,78,14
2/27/2007,1,4
7/19/2010,1,5
12/25/2015,1,nan
5/9/2013,18,11
8/2/2013,20,1
8/13/2014,143,12
7/26/2014,41,18
7/17/2017,1,nan
4/25/2012,1,23
11/22/2015,249,25
1/30/2009,1,4
12/22/2015,1,nan
7/29/2016,66,1
12/1/2010,10,12
8/4/2017,1,nan
7/12/2011,423,16
12/13/2010,12,24
4/11/2015,45,18
8/24/2017,87,5
2/7/2017,67,19
10/26/2011,185,5
9/13/2009,1,4
6/24/2011,38,13
4/12/2016,86,15
10/23/2015,318,25
1/8/2014,121,8
10/22/2012,33,15
4/19/2017,207,10
6/15/2013,1,18
11/15/2015,1,nan
10/3/2014,73,15
1/10/2016,51,15
9/30/2010,11,22
11/23/2016,118,11
11/15/2014,216,6
7/14/2015,1,nan
12/7/2016,270,7
8/6/2013,40,16
10/12/2010,1,12
6/12/2016,24,1
9/11/2010,2,5
7/28/2013,28,25
5/20/2012,19,5
10/22/2015,146,10
11/14/2016,111,15
7/1/2016,77,15
3/10/2017,120,15
8/12/2015,8,0
9/11/2017,258,22
3/13/2015,257,8
1/17/2017,620,8
7/27/2006,1,4
9/24/2014,1,nan
12/5/2016,1,nan
6/30/2015,9,0
12/5/2016,177,25
12/10/2014,147,12
10/28/2010,1,9
12/26/2014,80,2
10/6/2012,179,4
2/18/2015,386,8
7/3/2011,103,5
8/17/2004,1,4
8/18/2012,41,18
9/22/2014,221,6
11/7/2016,92,19
5/8/2017,123,7
4/14/2005,1,4
8/27/2011,45,20
10/18/2014,108,2
9/22/2013,63,10
9/11/2011,272,22
5/29/2017,137,22
9/30/2013,67,5
5/19/2017,137,25
11/28/2014,7,0
12/15/2011,148,14
7/26/2016,514,22
6/30/2017,55,3
11/5/2008,1,4
7/30/2014,180,9
1/13/2016,1,nan
3/15/2017,10,0
9/16/2014,79,2
1/17/2016,8,0
10/11/2010,10,4
6/26/2013,22,12
3/31/2013,5,1
12/16/2007,1,4
3/14/2014,35,11
10/21/2016,227,12
3/25/2016,132,18
2/25/2017,136,22
4/29/2013,11,25
3/19/2014,112,6
10/25/2013,34,18
9/24/2017,201,22
11/15/2011,64,21
9/17/2011,89,24
1/23/2011,55,10
10/27/2013,76,9
6/23/2013,20,22
11/29/2011,343,8
11/8/2011,120,19
2/17/2011,16,21
7/13/2012,31,13
4/18/2017,10,20
2/26/2014,32,14
4/24/2015,24,20
8/8/2017,1,nan
6/28/2014,392,8
5/30/2011,62,7
2/28/2014,43,2
3/4/2013,37,4
4/12/2013,15,17
11/17/2013,14,24
10/7/2016,214,9
11/27/2010,8,12
4/6/2014,68,7
8/3/2011,58,3
3/31/2014,3,0
5/4/2016,58,19
1/26/2014,122,6
5/13/2013,3,20
8/10/2012,85,11
11/24/2015,140,7
9/29/2011,220,9
10/12/2012,52,19
3/5/2012,81,8
9/7/2012,1,nan
11/10/2014,21,20
7/13/2011,70,14
4/27/2017,444,8
1/1/2016,261,16
10/16/2012,41,7
2/8/2012,5,21
7/31/2011,52,3
10/20/2011,171,10
4/10/2015,52,14
7/28/2013,8,18
12/27/2011,120,12
9/2/2012,1,nan
3/5/2013,15,2
12/31/2016,203,3
9/29/2016,133,5
4/14/2015,24,20
7/9/2014,318,4
3/3/2017,65,18
6/29/2011,3,0
5/31/2016,126,9
2/27/2016,95,11
8/12/2017,160,10
1/3/2015,113,3
8/21/2014,21,24
6/29/2010,1,25
11/6/2006,1,4
11/18/2015,199,3
12/22/2014,3,31
3/2/2010,1,4
1/8/2013,50,4
1/6/2016,2,31
1/7/2014,19,25
6/17/2016,56,19
10/18/2011,494,16
2/25/2012,77,22
8/14/2017,163,4
6/27/2016,1,nan
5/9/2010,1,4
8/9/2016,1,nan
12/18/2016,67,2
4/13/2016,185,4
2/7/2016,1,nan
1/19/2011,122,22
4/1/2016,158,16
4/19/2011,6,2
11/16/2014,79,9
7/7/2015,211,11
1/14/2013,15,19
8/17/2016,333,25
10/5/2004,1,4
11/13/2011,123,12
3/27/2014,44,18
12/17/2014,137,11
1/28/2014,24,24
5/23/2011,218,22
10/27/2012,38,15
5/20/2011,148,6
1/2/2013,13,12
3/19/2011,40,23
10/27/2010,1,9
3/15/2011,14,2
12/2/2015,3,31
10/17/2016,1,nan
10/14/2010,3,1
9/20/2015,470,22
1/9/2015,142,16
10/30/2013,17,20
7/7/2012,115,4
11/2/2012,100,22
10/14/2014,149,7
6/21/2016,102,18
8/3/2013,23,2
3/17/2010,1,4
6/24/2016,108,11
2/15/2011,94,4
3/14/2011,175,4
12/28/2016,1,nan
11/30/2011,360,16
10/16/2010,17,11
9/23/2016,1,nan
4/19/2015,128,9
4/9/2017,47,17
6/24/2012,26,14
3/27/2016,1,nan
12/12/2014,44,19
8/22/2016,18,20
6/21/2015,87,17
8/18/2016,328,10
2/18/2011,26,13
8/12/2017,173,11
12/3/2014,60,2
6/28/2015,29,19
5/3/2012,37,4
9/15/2011,1,31
6/10/2017,76,16
6/25/2017,96,14
6/9/2015,311,8
7/10/2011,117,7
11/26/2016,10,20
10/20/2016,3,31
12/10/2011,238,25
5/22/2015,223,22
1/5/2016,97,11
1/5/2016,9,0
7/24/2014,39,18
12/4/2016,38,24
4/25/2017,163,7
12/20/2011,353,16
7/3/2013,10,14
9/19/2008,1,4
4/3/2011,64,19
2/13/2015,3,0
7/30/2012,70,11
6/18/2011,90,14
5/21/2013,28,8
11/20/2011,242,6
12/23/2010,52,18
4/29/2015,50,17
9/26/2015,3,31
3/21/2012,29,10
4/22/2013,53,8
4/12/2014,64,16
9/25/2016,12,0
4/23/2011,46,13
5/28/2017,64,2
11/14/2013,40,3
10/6/2015,458,6
2/14/2007,1,4
10/6/2011,346,4
6/24/2014,31,19
3/15/2014,1,31
5/23/2013,1,20
1/16/2017,1,nan
1/15/2014,7,20
1/5/2013,21,8
12/23/2013,52,7
7/14/2013,23,9
9/15/2012,85,25
1/29/2011,71,6
10/21/2012,28,10
11/25/2014,1,nan
8/3/2012,26,17
6/6/2015,253,8
12/28/2012,7,15
2/3/2012,74,5
8/4/2015,201,15
6/25/2013,3,20
7/9/2012,34,7
9/15/2013,44,11
8/21/2014,249,22
2/20/2015,203,11
7/10/2005,1,4
9/1/2016,29,24
5/28/2015,7,0
11/21/2014,108,5
7/1/2008,1,4
9/16/2016,1,nan
9/29/2012,49,10
6/28/2010,1,1
2/16/2015,81,14
7/23/2012,48,3
7/22/2013,76,22
2/10/2014,38,12
5/10/2017,64,17
10/9/2010,2,13
2/16/2012,54,5
9/8/2015,138,17
7/5/2011,55,14
8/31/2017,163,7
9/1/2005,1,4
6/26/2015,50,17
11/22/2013,31,15
4/28/2015,121,9
5/13/2011,52,3
9/16/2013,48,16
6/1/2011,45,1
3/17/2012,43,24
6/11/2013,24,16
5/22/2011,24,2
5/18/2015,1,nan
1/31/2012,68,18
2/17/2016,1,nan
7/20/2013,1,13
4/30/2017,104,15
4/26/2016,1,nan
9/25/2013,38,17
11/28/2012,53,6
3/1/2015,116,3
11/17/2012,36,10
9/27/2014,3,31
12/5/2011,331,8
8/18/2015,207,9
10/5/2015,127,15
8/6/2017,130,9
7/2/2012,66,5
7/27/2017,161,6
5/25/2016,389,8
6/30/2016,122,5
2/3/2014,36,10
8/24/2015,244,9
2/23/2017,16,0
8/27/2016,183,16
1/11/2013,2,13
7/13/2013,27,15
6/2/2012,57,8
11/26/2014,23,24
2/29/2012,102,6
6/18/2015,356,4
1/24/2017,256,9
11/11/2014,297,8
9/19/2015,189,12
1/8/2017,79,15
1/1/2017,1,nan
12/6/2015,474,8
3/14/2011,29,1
4/7/2014,40,10
11/28/2014,34,19
2/27/2017,86,18
7/28/2015,67,1
8/29/2011,414,16
10/17/2015,9,0
12/12/2010,43,18
3/16/2014,40,25
8/5/2011,110,24
5/21/2017,1,nan
1/23/2014,120,22
11/4/2006,1,4
12/14/2016,1,nan
2/7/2011,25,24
1/1/2006,1,4
9/28/2014,453,8
3/11/2014,32,15
5/1/2015,128,10
1/24/2015,70,7
12/23/2016,12,20
11/12/2004,1,4
5/19/2015,36,24
5/12/2016,54,17
8/5/2012,69,11
5/28/2014,97,3
5/6/2009,1,4
4/1/2014,186,4
4/18/2013,18,10
8/5/2017,1,nan
5/21/2012,33,13
1/15/2016,176,12
5/8/2015,95,15
12/6/2012,20,9
2/1/2016,305,22
10/29/2015,279,6
8/6/2012,35,10
8/6/2016,1,nan
1/31/2013,9,9
6/11/2011,105,9
7/14/2015,8,0
8/5/2016,19,20
5/10/2014,151,4
3/29/2017,111,4
8/16/2013,83,4
12/4/2012,27,25
10/2/2014,57,18
2/11/2011,65,5
5/12/2013,2,13
6/26/2012,101,4
4/28/2008,1,4
11/14/2015,93,2
8/28/2012,5,20
2/27/2014,118,6
11/6/2015,62,1
2/16/2014,26,17
12/2/2016,90,2
1/25/2017,1,nan
9/21/2016,238,12
12/19/2011,98,18
3/13/2013,9,2
1/19/2016,1,nan
8/24/2012,28,17
8/29/2014,30,24
9/25/2015,95,1
2/4/2015,134,10
3/3/2009,1,4
3/3/2015,92,16
3/16/2016,334,4
3/17/2013,18,14
2/22/2014,28,25
11/4/2012,94,22
9/12/2017,179,10
12/8/2014,176,25
2/8/2013,24,10
8/25/2017,98,3
6/6/2017,116,11
10/2/2006,1,4
6/30/2017,88,14
9/26/2016,1,nan
8/23/2014,28,19
12/8/2010,103,22
12/26/2012,1,0
1/19/2013,10,9
8/19/2011,144,7
9/21/2014,267,22
2/6/2014,7,20
1/25/2015,104,16
5/25/2013,7,1
12/21/2013,22,25
4/6/2013,11,22
10/4/2015,1,nan
12/6/2013,55,5
9/28/2012,98,22
9/13/2011,76,12
9/3/2011,165,9
6/12/2012,1,nan
4/20/2017,155,25
8/2/2012,29,18
10/7/2012,23,16
6/25/2011,89,10
8/16/2015,139,14
10/26/2012,14,24
12/10/2015,405,22
2/22/2012,73,14
3/9/2014,45,25
10/27/2014,127,12
12/31/2015,1,nan
2/23/2012,1,nan
4/5/2016,136,11
8/27/2013,48,11
10/9/2011,229,6
10/23/2014,73,17
9/27/2011,211,9
5/12/2014,2,0
9/13/2017,80,14
6/22/2011,3,0
11/21/2010,21,13
10/18/2016,1,nan
10/8/2011,93,12
6/5/2012,25,14
8/7/2017,96,15
7/14/2017,44,2
12/26/2010,139,8
2/16/2016,1,nan
4/10/2011,2,0
11/11/2010,7,12
9/9/2013,46,11
8/28/2010,1,4
11/25/2014,24,20
5/12/2011,83,10
1/10/2017,37,24
6/10/2004,1,4
7/7/2017,101,16
11/1/2010,9,13
9/23/2014,79,15
11/28/2015,426,22
12/21/2010,7,2
9/28/2017,105,11
2/27/2016,1,nan
2/20/2016,121,18
7/27/2011,204,22
5/9/2013,15,16
1/25/2011,77,15
12/1/2011,104,9
6/14/2016,383,8
6/13/2016,102,18
3/15/2017,43,19
3/15/2013,14,18
10/12/2015,1,nan
4/3/2012,29,5
4/15/2011,31,20
8/8/2010,2,16
12/8/2012,49,22
8/7/2017,230,22
11/19/2016,126,18
10/30/2015,13,20
5/13/2014,82,25
7/29/2015,283,25
12/19/2010,31,17
6/27/2012,67,11
10/22/2016,136,3
8/31/2011,158,7
11/19/2010,86,4
4/4/2014,11,17
8/10/2017,1,nan
10/15/2012,60,9
6/27/2015,270,22
6/25/2016,146,5
3/18/2011,105,17
12/11/2015,1,nan
11/5/2015,338,25
12/18/2015,1,nan
2/20/2017,150,3
6/27/2013,23,9
4/27/2016,142,25
11/18/2011,2,31
4/3/2013,13,12
9/10/2016,15,0
11/9/2011,394,22
6/16/2014,68,2
3/10/2017,80,18
10/24/2015,1,nan
3/30/2011,15,2
9/15/2016,282,4
10/25/2015,32,11
9/23/2011,193,5
2/27/2016,193,3
10/8/2016,69,24
10/17/2016,99,19
4/14/2012,25,19
3/20/2017,125,15
1/27/2011,6,2
7/9/2011,175,6
10/5/2012,48,8
9/3/2014,222,7
12/6/2006,1,4
1/15/2017,1,nan
1/14/2017,1,31
10/25/2016,170,6
12/23/2012,14,24
2/7/2011,32,7
8/19/2017,106,15
4/16/2012,29,6
11/15/2012,19,1
10/29/2014,66,15
12/15/2013,36,14
10/31/2015,62,7
1/5/2011,217,16
6/8/2017,115,15
9/13/2015,1,nan
3/25/2012,97,14
12/3/2015,149,11
12/8/2016,40,24
7/23/2008,1,4
5/15/2014,64,16
1/9/2016,1,nan
1/12/2013,1,3
5/1/2016,267,22
4/2/2010,1,4
2/20/2016,2,31
8/16/2012,61,14
1/16/2011,180,4
8/31/2005,1,4
10/6/2013,21,15
4/29/2013,30,6
5/27/2016,1,nan
4/17/2017,191,6
2/26/2013,6,9
11/5/2011,44,2
8/13/2012,41,17
5/31/2015,8,0
9/10/2015,1,nan
11/22/2012,49,6
10/9/2012,205,4
10/25/2014,180,5
9/20/2016,195,10
4/20/2009,1,4
12/25/2015,1,nan
2/5/2016,1,nan
6/3/2012,13,18
2/28/2014,1,31
4/21/2017,156,25
3/2/2015,97,12
8/30/2016,422,22
12/22/2015,263,3
11/14/2016,1,nan
9/27/2017,178,10
10/8/2016,122,5
9/1/2017,1,nan
7/19/2011,52,18
3/31/2016,1,nan
5/5/2014,13,24
6/6/2013,36,4
8/9/2016,192,14
3/20/2013,19,14
8/10/2012,203,22
12/19/2012,13,22
10/12/2012,29,12
8/3/2015,468,8
6/19/2014,167,4
8/25/2013,18,17
9/5/2011,146,5
6/13/2016,94,2
2/25/2016,68,15
3/30/2016,1,nan
5/27/2012,13,2
10/8/2015,52,1
11/7/2015,410,16
3/22/2017,159,7
8/2/2015,361,22
2/17/2014,130,8
12/27/2015,154,14
4/14/2015,149,9
6/21/2016,1,nan
11/11/2011,104,9
12/4/2015,1,nan
4/4/2011,32,20
8/7/2015,58,24
12/4/2013,40,25
10/12/2016,412,22
11/12/2013,152,8
1/22/2011,64,5
11/29/2014,139,3
10/8/2013,26,15
12/15/2010,69,11
1/7/2014,119,4
10/24/2011,132,14
1/11/2011,215,16
2/6/2015,144,22
1/12/2015,5,31
1/3/2014,27,1
11/21/2015,259,12
9/7/2013,25,9
11/7/2010,6,1
7/4/2013,1,13
1/21/2015,115,11
4/13/2016,1,nan
4/21/2015,18,24
12/25/2011,227,6
7/11/2017,45,17
7/13/2011,181,6
4/5/2016,1,nan
12/15/2006,1,4
1/14/2013,34,8
8/17/2016,566,4
8/19/2013,31,25
2/7/2017,2,31
11/13/2011,118,19
7/12/2013,9,18
8/6/2011,83,15
5/23/2011,56,13
12/16/2012,5,15
9/20/2011,103,3
10/20/2015,132,2
6/4/2016,285,22
12/12/2016,58,1
8/30/2015,129,14
6/13/2011,252,22
8/30/2016,399,9
12/31/2013,22,11
12/27/2012,7,15
2/18/2012,36,1
10/11/2015,3,31
5/22/2015,10,20
12/17/2016,153,3
6/24/2016,96,16
3/9/2011,123,15
6/3/2015,1,nan
9/13/2015,236,9
3/13/2011,45,13
8/14/2016,126,15
3/22/2013,14,25
2/25/2014,40,2
4/8/2016,136,14
9/15/2015,1,nan
