Date, Crime, Crime Type, PD
2016-03-11,1,CRIMINAL TRESPASS,11
2016-03-11,4,NARCOTICS,10
2016-03-11,2,ROBBERY,4
2016-03-11,2,ASSAULT,10
2016-03-11,4,OTHER OFFENSE,7
2016-03-11,10,NARCOTICS,11
2016-03-11,6,NARCOTICS,15
2016-03-11,2,CRIMINAL DAMAGE,3
2016-03-11,1,WEAPONS VIOLATION,22
2016-03-11,3,CRIMINAL DAMAGE,9
2016-03-11,1,OTHER OFFENSE,3
2016-03-11,3,OTHER OFFENSE,11
2016-03-11,17,THEFT,18
2016-03-11,2,DECEPTIVE PRACTICE,9
2016-03-11,7,THEFT,3
2016-03-11,2,BURGLARY,17
2016-03-11,12,THEFT,1
2016-03-11,3,CRIMINAL DAMAGE,5
2016-03-11,2,ASSAULT,16
2016-03-11,2,BURGLARY,16
2016-03-11,1,NARCOTICS,18
2016-03-11,2,BURGLARY,8
2016-03-11,3,OTHER OFFENSE,1
2016-03-11,5,NARCOTICS,4
2016-03-11,3,BATTERY,16
2016-03-11,9,THEFT,10
2016-03-11,3,CRIMINAL TRESPASS,25
2016-03-11,1,WEAPONS VIOLATION,5
2016-03-11,4,CRIMINAL DAMAGE,25
2016-03-11,3,DECEPTIVE PRACTICE,8
2016-03-11,6,CRIMINAL DAMAGE,11
2016-03-11,1,CRIMINAL TRESPASS,7
2016-03-11,2,NARCOTICS,8
2016-03-11,2,ROBBERY,6
2016-03-11,1,NARCOTICS,9
2016-03-11,2,NARCOTICS,6
2016-03-11,2,OTHER OFFENSE,18
2016-03-11,1,ROBBERY,9
2016-03-11,1,PUBLIC PEACE VIOLATION,6
2016-03-11,8,BATTERY,8
2016-03-11,4,ASSAULT,3
2016-03-11,5,OTHER OFFENSE,4
2016-03-11,1,INTERFERENCE WITH PUBLIC OFFICER,9
2016-04-18,1,MOTOR VEHICLE THEFT,4
2016-03-11,7,THEFT,24
2016-03-11,2,ASSAULT,14
2016-03-11,7,BATTERY,10
2016-03-11,1,PUBLIC PEACE VIOLATION,5
2016-03-11,2,OFFENSE INVOLVING CHILDREN,8
2016-03-11,3,OTHER OFFENSE,20
2016-03-11,3,DECEPTIVE PRACTICE,25
2016-03-11,1,BURGLARY,5
2016-03-11,1,GAMBLING,15
2016-03-11,6,THEFT,25
2016-03-11,8,CRIMINAL DAMAGE,7
2016-03-11,2,CRIMINAL DAMAGE,18
2016-03-11,2,ASSAULT,9
2016-03-11,5,THEFT,17
2016-03-11,2,DECEPTIVE PRACTICE,17
2016-03-11,2,MOTOR VEHICLE THEFT,18
2016-03-11,5,NARCOTICS,7
2016-03-11,1,CRIMINAL TRESPASS,2
2016-03-11,2,BATTERY,19
2016-03-11,1,CRIMINAL TRESPASS,9
2016-03-11,1,DECEPTIVE PRACTICE,7
2016-03-11,5,ASSAULT,6
2016-03-11,2,ROBBERY,3
2016-03-11,1,PROSTITUTION,8
2016-03-11,2,ROBBERY,25
2016-03-11,1,CRIMINAL TRESPASS,8
2016-03-11,2,CRIMINAL DAMAGE,14
2016-03-11,1,BURGLARY,14
2016-03-11,1,THEFT,9
2016-03-11,4,CRIMINAL DAMAGE,15
2016-03-11,1,CRIMINAL TRESPASS,19
2016-03-11,3,BATTERY,17
2016-03-11,5,BATTERY,22
2016-03-11,2,OTHER OFFENSE,5
2016-03-11,2,NARCOTICS,24
2016-03-11,1,CRIM SEXUAL ASSAULT,12
2016-03-11,2,ASSAULT,4
2016-03-11,2,BURGLARY,18
2016-03-11,2,ASSAULT,20
2016-03-11,2,BURGLARY,10
2016-03-11,3,MOTOR VEHICLE THEFT,17
2016-03-11,1,WEAPONS VIOLATION,8
2016-03-11,2,OTHER OFFENSE,17
2016-03-11,3,DECEPTIVE PRACTICE,1
2016-03-11,1,OFFENSE INVOLVING CHILDREN,16
2016-03-11,1,OFFENSE INVOLVING CHILDREN,24
2016-03-11,2,CRIMINAL TRESPASS,10
2016-03-11,4,CRIMINAL DAMAGE,1
2016-03-11,6,CRIMINAL DAMAGE,12
2016-03-11,1,MOTOR VEHICLE THEFT,20
2016-03-11,1,BURGLARY,20
2016-03-11,2,BURGLARY,9
2016-03-11,2,WEAPONS VIOLATION,7
2016-03-11,1,NARCOTICS,3
2016-03-11,3,BURGLARY,3
2016-03-11,1,CRIMINAL TRESPASS,4
2016-03-11,1,NARCOTICS,5
2016-03-11,1,CRIMINAL DAMAGE,24
2016-03-11,1,CRIMINAL TRESPASS,22
2016-03-11,2,OFFENSE INVOLVING CHILDREN,17
2016-03-26,1,SEX OFFENSE,25
2016-03-11,1,OFFENSE INVOLVING CHILDREN,15
2016-03-11,1,NARCOTICS,14
2016-03-11,1,NARCOTICS,25
2016-03-11,1,PUBLIC PEACE VIOLATION,18
2016-03-11,1,WEAPONS VIOLATION,18
2016-03-11,3,BURGLARY,7
2016-04-10,1,OTHER OFFENSE,8
2016-03-11,1,INTERFERENCE WITH PUBLIC OFFICER,6
2016-03-11,5,THEFT,6
2016-03-11,5,DECEPTIVE PRACTICE,19
2016-03-11,1,PUBLIC PEACE VIOLATION,12
2016-03-11,1,ASSAULT,17
2016-03-11,2,WEAPONS VIOLATION,9
2016-03-11,1,CRIMINAL DAMAGE,10
2016-03-11,1,ASSAULT,12
2016-03-11,3,MOTOR VEHICLE THEFT,19
2016-03-11,3,OTHER OFFENSE,2
2016-03-11,2,BURGLARY,12
2016-03-02,1,MOTOR VEHICLE THEFT,1
2016-03-11,2,ROBBERY,10
2016-03-11,1,CRIMINAL DAMAGE,20
2016-03-11,1,MOTOR VEHICLE THEFT,2
2016-03-11,3,CRIMINAL DAMAGE,19
2016-03-11,1,MOTOR VEHICLE THEFT,8
2016-03-11,1,CRIMINAL TRESPASS,15
2016-03-11,1,MOTOR VEHICLE THEFT,22
2016-03-11,1,ASSAULT,15
2016-03-11,2,CRIMINAL DAMAGE,22
2016-03-11,1,ROBBERY,17
2015-12-29,1,OTHER OFFENSE,10
2016-04-22,6,OTHER OFFENSE,9
2016-03-11,2,THEFT,20
2016-03-11,2,MOTOR VEHICLE THEFT,11
2015-01-14,1,NARCOTICS,19
2015-04-07,4,NARCOTICS,11
2015-01-07,2,NARCOTICS,11
2015-01-08,1,NARCOTICS,11
2016-03-11,2,INTERFERENCE WITH PUBLIC OFFICER,12
2016-03-11,1,NON-CRIMINAL,1
2015-06-22,1,NARCOTICS,11
2015-05-15,2,NARCOTICS,16
2015-05-08,3,NARCOTICS,11
2015-04-30,1,NARCOTICS,11
2015-05-01,2,NARCOTICS,11
2015-04-28,1,NARCOTICS,11
2015-05-04,3,NARCOTICS,11
2015-04-13,1,NARCOTICS,11
2016-04-16,1,ARSON,12
2016-04-19,1,NARCOTICS,25
2016-04-19,2,NARCOTICS,4
2016-04-19,4,CRIMINAL DAMAGE,11
2016-04-19,15,BATTERY,10
2016-04-19,10,BATTERY,4
2016-04-19,1,BATTERY,16
2016-04-19,3,CRIMINAL DAMAGE,8
2016-04-19,12,BATTERY,8
2016-04-19,2,CRIMINAL TRESPASS,1
2016-04-19,2,BURGLARY,25
2016-04-19,1,ARSON,12
2015-07-21,1,NARCOTICS,10
2015-07-23,1,NARCOTICS,11
2015-07-24,4,NARCOTICS,11
2015-07-22,2,NARCOTICS,8
2015-11-17,1,MOTOR VEHICLE THEFT,2
2016-02-07,1,OTHER OFFENSE,17
2016-03-11,1,WEAPONS VIOLATION,11
2016-03-24,6,BATTERY,7
2016-03-27,6,CRIMINAL DAMAGE,25
2016-03-22,2,MOTOR VEHICLE THEFT,3
2016-03-29,3,BURGLARY,25
2016-03-11,2,MOTOR VEHICLE THEFT,16
2016-03-30,1,BURGLARY,25
2016-03-30,17,THEFT,1
2016-03-31,1,MOTOR VEHICLE THEFT,10
2016-04-08,1,OTHER OFFENSE,6
2016-04-09,1,BATTERY,15
2016-04-10,1,ROBBERY,17
2016-04-10,1,ROBBERY,11
2016-04-10,1,WEAPONS VIOLATION,6
2016-04-10,2,BATTERY,25
2016-04-11,1,BATTERY,9
2016-04-12,1,MOTOR VEHICLE THEFT,12
2016-04-13,1,MOTOR VEHICLE THEFT,8
2014-11-01,1,CRIMINAL DAMAGE,9
2014-08-11,1,DECEPTIVE PRACTICE,17
2016-01-20,1,DECEPTIVE PRACTICE,11
2015-11-21,1,MOTOR VEHICLE THEFT,7
2015-12-28,1,ASSAULT,19
2015-05-19,1,DECEPTIVE PRACTICE,2
2016-01-23,1,BATTERY,18
2015-05-08,1,DECEPTIVE PRACTICE,3
2014-07-05,1,DECEPTIVE PRACTICE,11
2016-04-12,1,BURGLARY,11
2014-07-21,1,DECEPTIVE PRACTICE,25
2016-04-13,1,ASSAULT,12
2016-04-13,1,BATTERY,2
2016-04-14,1,BATTERY,3
2016-04-14,1,BATTERY,8
2016-04-14,1,THEFT,1
2016-04-16,1,MOTOR VEHICLE THEFT,3
2015-09-30,1,DECEPTIVE PRACTICE,11
2016-04-19,13,BATTERY,15
2016-02-15,3,MOTOR VEHICLE THEFT,25
2014-01-13,1,DECEPTIVE PRACTICE,14
2015-02-02,1,DECEPTIVE PRACTICE,8
2015-11-23,1,CRIMINAL DAMAGE,24
2015-12-26,1,THEFT,3
2015-11-15,2,DECEPTIVE PRACTICE,19
2015-12-01,1,DECEPTIVE PRACTICE,7
2015-05-01,1,DECEPTIVE PRACTICE,14
2016-04-19,6,CRIMINAL DAMAGE,14
2016-04-19,11,BATTERY,11
2016-04-19,3,BATTERY,6
2016-04-19,1,ASSAULT,17
2016-04-19,3,OTHER OFFENSE,6
2016-04-19,6,BATTERY,12
2016-04-19,3,OTHER OFFENSE,11
2016-04-19,7,CRIMINAL DAMAGE,3
2016-04-19,10,THEFT,19
2016-04-19,5,ASSAULT,4
2014-02-01,1,DECEPTIVE PRACTICE,2
2015-05-29,2,DECEPTIVE PRACTICE,2
2015-12-15,1,OTHER OFFENSE,25
2016-01-27,1,CRIMINAL TRESPASS,5
2012-04-26,1,DECEPTIVE PRACTICE,6
2015-04-21,1,DECEPTIVE PRACTICE,22
2015-09-20,1,DECEPTIVE PRACTICE,4
2016-03-11,1,HOMICIDE,7
2016-03-11,1,HOMICIDE,11
2015-08-06,1,DECEPTIVE PRACTICE,12
2015-11-01,1,OFFENSE INVOLVING CHILDREN,6
2015-12-04,1,OTHER OFFENSE,3
2016-04-19,2,THEFT,24
2014-09-19,1,NARCOTICS,11
2013-09-10,1,NARCOTICS,11
2016-04-19,12,THEFT,14
2016-04-19,3,BATTERY,22
2016-04-19,2,CRIMINAL TRESPASS,4
2016-04-19,4,BATTERY,7
2016-04-19,7,THEFT,6
2016-04-19,3,CRIMINAL DAMAGE,24
2016-04-19,5,CRIMINAL DAMAGE,4
2016-04-19,1,PROSTITUTION,25
2016-04-19,12,BATTERY,25
2016-04-19,4,THEFT,16
2016-04-19,4,CRIMINAL DAMAGE,5
2016-04-19,5,THEFT,25
2016-04-19,1,DECEPTIVE PRACTICE,8
2016-04-19,5,CRIMINAL DAMAGE,12
2016-04-19,4,THEFT,3
2016-04-19,1,BURGLARY,12
2016-04-19,10,NARCOTICS,11
2016-04-19,5,BATTERY,9
2016-04-19,3,THEFT,15
2016-04-19,19,THEFT,12
2015-12-15,1,BURGLARY,25
2015-12-27,1,ROBBERY,11
2016-01-15,1,BURGLARY,11
2016-01-21,1,BURGLARY,10
2016-02-13,1,INTERFERENCE WITH PUBLIC OFFICER,15
2016-02-22,1,ROBBERY,16
2016-03-07,1,WEAPONS VIOLATION,15
2014-12-04,1,BATTERY,3
2014-10-10,1,NARCOTICS,16
2015-10-12,1,NARCOTICS,16
2016-03-12,14,BATTERY,6
2016-03-12,8,CRIMINAL DAMAGE,25
2016-03-12,4,ASSAULT,18
2016-03-12,2,BURGLARY,19
2016-03-12,2,DECEPTIVE PRACTICE,3
2016-04-19,6,CRIMINAL DAMAGE,7
2016-03-12,1,WEAPONS VIOLATION,19
2016-03-12,3,ROBBERY,25
2016-03-12,9,BATTERY,4
2016-03-12,7,BATTERY,15
2016-03-12,6,BATTERY,14
2016-03-12,2,BATTERY,20
2016-03-12,3,THEFT,8
2016-03-12,2,ASSAULT,19
2016-03-12,4,ROBBERY,11
2016-03-12,4,ASSAULT,9
2016-03-12,2,NARCOTICS,22
2016-03-12,5,ASSAULT,6
2016-03-12,1,ROBBERY,5
2016-03-12,3,BURGLARY,3
2016-03-12,1,WEAPONS VIOLATION,14
2016-03-12,5,BATTERY,25
2016-03-12,12,BATTERY,3
2016-03-12,5,CRIMINAL DAMAGE,24
2016-03-12,1,ROBBERY,9
2016-03-12,1,DECEPTIVE PRACTICE,25
2016-03-12,1,ROBBERY,8
2016-03-12,13,BATTERY,19
2016-03-12,10,THEFT,10
2016-03-12,9,BATTERY,9
2016-03-12,12,BATTERY,10
2016-03-12,3,CRIMINAL DAMAGE,20
2016-03-12,12,THEFT,14
2016-03-12,4,BATTERY,22
2016-03-12,4,CRIMINAL DAMAGE,6
2016-03-12,4,BATTERY,12
2016-03-12,13,BATTERY,11
2016-03-12,4,ASSAULT,10
2016-03-12,1,WEAPONS VIOLATION,11
2016-03-12,6,THEFT,5
2016-03-12,8,CRIMINAL DAMAGE,5
2016-03-12,3,THEFT,22
2016-03-12,3,CRIMINAL DAMAGE,14
2016-03-12,6,CRIMINAL DAMAGE,19
2016-03-12,3,ROBBERY,10
2016-03-12,1,CRIMINAL TRESPASS,15
2016-03-12,4,CRIMINAL DAMAGE,22
2016-03-12,7,THEFT,6
2016-03-12,1,WEAPONS VIOLATION,24
2016-03-12,8,OTHER OFFENSE,6
2016-03-12,3,ROBBERY,6
2016-03-12,2,BURGLARY,6
2016-03-12,10,BATTERY,18
2016-03-12,1,NARCOTICS,18
2016-03-12,5,CRIMINAL DAMAGE,18
2016-03-12,5,OTHER OFFENSE,8
2016-03-12,5,MOTOR VEHICLE THEFT,25
2016-03-12,9,BATTERY,7
2016-03-12,3,DECEPTIVE PRACTICE,4
2016-03-12,17,THEFT,19
2016-03-12,1,INTERFERENCE WITH PUBLIC OFFICER,18
2016-03-12,9,BATTERY,5
2016-03-12,5,ASSAULT,4
2016-03-12,1,ROBBERY,14
2016-03-12,2,DECEPTIVE PRACTICE,14
2016-03-12,4,ASSAULT,1
2016-03-12,2,ASSAULT,2
2016-03-12,18,THEFT,18
2016-03-12,6,CRIMINAL DAMAGE,3
2016-03-12,5,CRIMINAL DAMAGE,11
2016-03-12,6,ASSAULT,11
2016-03-12,15,THEFT,12
2016-03-12,7,BATTERY,8
2016-03-12,1,NARCOTICS,7
2016-03-12,5,CRIMINAL DAMAGE,16
2016-03-12,2,ASSAULT,25
2016-03-12,4,OTHER OFFENSE,24
2016-03-12,4,THEFT,11
2016-03-12,2,THEFT,24
2016-03-12,16,THEFT,1
2016-03-12,8,BATTERY,1
2016-03-12,4,BATTERY,24
2016-03-12,3,DECEPTIVE PRACTICE,18
2016-04-19,3,CRIMINAL DAMAGE,20
2016-03-12,1,OTHER OFFENSE,1
2016-03-12,4,NARCOTICS,15
2016-03-12,9,THEFT,4
2016-03-12,1,CRIMINAL TRESPASS,5
2016-03-12,1,MOTOR VEHICLE THEFT,6
2016-03-12,7,CRIMINAL DAMAGE,15
2016-03-12,3,NARCOTICS,8
2016-03-12,3,ASSAULT,3
2016-04-19,4,BATTERY,17
2016-03-12,2,NARCOTICS,9
2016-03-12,6,CRIMINAL DAMAGE,2
2016-03-12,2,OTHER OFFENSE,22
2016-03-12,3,ASSAULT,12
2016-03-12,5,CRIMINAL DAMAGE,7
2016-03-12,3,ROBBERY,7
2016-03-12,2,NARCOTICS,25
2016-03-12,3,BURGLARY,9
2016-03-12,3,THEFT,20
2016-03-12,1,WEAPONS VIOLATION,7
2016-03-12,2,WEAPONS VIOLATION,10
2016-03-12,2,CRIMINAL DAMAGE,9
2016-03-12,1,LIQUOR LAW VIOLATION,1
2016-04-19,6,THEFT,11
2016-03-12,5,THEFT,16
2016-03-12,2,MOTOR VEHICLE THEFT,10
2016-03-12,4,CRIMINAL DAMAGE,1
2016-03-12,3,CRIMINAL DAMAGE,17
2016-03-12,2,ASSAULT,17
2016-03-12,7,THEFT,2
2016-03-12,1,CONCEALED CARRY LICENSE VIOLATION,22
2016-03-12,3,THEFT,9
2016-03-12,10,THEFT,3
2016-03-12,2,MOTOR VEHICLE THEFT,22
2016-03-12,1,OTHER OFFENSE,20
2016-03-12,3,MOTOR VEHICLE THEFT,16
2016-03-12,2,MOTOR VEHICLE THEFT,7
2016-03-12,2,DECEPTIVE PRACTICE,6
2016-03-12,3,ASSAULT,24
2016-03-12,4,OTHER OFFENSE,7
2016-04-19,2,BURGLARY,6
2016-03-12,2,ROBBERY,24
2016-03-12,2,OTHER OFFENSE,5
2016-03-12,2,PUBLIC PEACE VIOLATION,6
2016-03-12,2,MOTOR VEHICLE THEFT,1
2016-03-12,1,PUBLIC PEACE VIOLATION,18
2016-03-12,3,OTHER OFFENSE,9
2016-03-12,3,CRIMINAL TRESPASS,4
2016-03-12,1,OTHER OFFENSE,12
2016-03-12,1,CRIMINAL TRESPASS,2
2016-03-12,7,THEFT,25
2016-03-12,2,CRIMINAL TRESPASS,6
2016-03-12,1,DECEPTIVE PRACTICE,22
2016-03-12,1,DECEPTIVE PRACTICE,19
2016-03-12,3,ASSAULT,15
2016-03-12,1,CRIMINAL TRESPASS,25
2016-03-12,2,OTHER OFFENSE,3
2016-03-12,2,WEAPONS VIOLATION,5
2016-03-12,2,OTHER OFFENSE,10
2016-03-12,5,BATTERY,16
2016-03-12,4,OTHER OFFENSE,25
2016-03-12,1,ROBBERY,20
2016-03-12,4,NARCOTICS,11
2016-03-12,1,CRIMINAL TRESPASS,14
2016-03-12,1,SEX OFFENSE,9
2016-03-12,1,ROBBERY,15
2016-03-12,1,PUBLIC PEACE VIOLATION,10
2016-03-12,3,OTHER OFFENSE,4
2016-03-12,3,LIQUOR LAW VIOLATION,18
2016-03-12,1,BURGLARY,11
2016-04-19,5,OTHER OFFENSE,8
2016-03-12,2,BURGLARY,25
2016-03-12,1,ASSAULT,16
2016-03-12,1,WEAPONS VIOLATION,4
2016-03-12,2,CRIMINAL DAMAGE,8
2016-03-12,2,OTHER OFFENSE,2
2016-03-12,1,CRIMINAL TRESPASS,1
2016-04-22,12,THEFT,18
2016-03-12,3,THEFT,17
2016-03-12,1,ROBBERY,19
2016-03-12,1,DECEPTIVE PRACTICE,1
2016-03-12,4,CRIMINAL DAMAGE,12
2016-04-19,1,DECEPTIVE PRACTICE,5
2016-04-19,22,THEFT,1
2016-04-19,7,BATTERY,2
2016-04-19,5,NARCOTICS,15
2016-04-19,18,THEFT,8
2016-04-19,3,BURGLARY,8
2016-04-19,2,BATTERY,20
2016-04-19,5,CRIMINAL DAMAGE,6
2016-04-19,9,THEFT,5
2016-04-19,2,DECEPTIVE PRACTICE,24
2016-04-19,1,CRIMINAL TRESPASS,8
2016-04-19,2,ASSAULT,9
2016-04-19,5,BATTERY,24
2016-04-19,1,CRIMINAL TRESPASS,9
2016-04-19,3,ASSAULT,8
2016-04-19,1,ARSON,18
2016-04-19,3,NARCOTICS,10
2016-04-19,2,THEFT,9
2016-04-19,9,THEFT,2
2016-04-19,2,MOTOR VEHICLE THEFT,11
2016-04-19,1,ROBBERY,2
2016-04-19,2,CRIMINAL DAMAGE,19
2016-04-19,2,MOTOR VEHICLE THEFT,5
2016-04-19,4,ASSAULT,10
2016-04-19,4,NARCOTICS,7
2016-04-19,2,WEAPONS VIOLATION,7
2016-04-19,7,DECEPTIVE PRACTICE,1
2016-04-19,1,ROBBERY,12
2016-04-19,2,MOTOR VEHICLE THEFT,12
2016-04-19,3,NARCOTICS,12
2016-04-19,1,INTERFERENCE WITH PUBLIC OFFICER,11
2016-04-19,1,CRIMINAL TRESPASS,22
2016-04-19,12,THEFT,18
2016-03-12,3,THEFT,7
2016-04-19,2,ASSAULT,7
2016-04-19,8,BATTERY,5
2016-04-19,1,STALKING,1
2016-04-19,2,OTHER OFFENSE,5
2016-04-19,2,OTHER OFFENSE,14
2016-04-19,1,OTHER OFFENSE,19
2016-04-19,3,NARCOTICS,3
2016-04-19,2,THEFT,10
2016-04-19,1,OFFENSE INVOLVING CHILDREN,5
2016-04-19,6,THEFT,22
2016-04-19,1,GAMBLING,7
2016-04-19,1,DECEPTIVE PRACTICE,7
2016-04-19,2,ASSAULT,24
2016-04-19,1,OTHER OFFENSE,12
2016-03-12,1,ASSAULT,22
2016-04-19,1,WEAPONS VIOLATION,5
2016-04-19,5,CRIMINAL DAMAGE,16
2016-03-12,1,OFFENSE INVOLVING CHILDREN,24
2016-04-19,4,BATTERY,14
2016-03-12,1,BURGLARY,20
2016-04-19,1,PUBLIC PEACE VIOLATION,9
2016-04-19,1,WEAPONS VIOLATION,9
2016-04-19,2,PUBLIC PEACE VIOLATION,10
2016-04-19,5,CRIMINAL DAMAGE,22
2016-04-19,1,MOTOR VEHICLE THEFT,6
2016-04-19,3,ROBBERY,7
2016-04-19,3,THEFT,4
2016-04-19,2,CRIMINAL DAMAGE,18
2016-04-19,1,OFFENSE INVOLVING CHILDREN,3
2016-04-19,6,ASSAULT,5
2016-04-19,2,THEFT,20
2016-04-19,3,WEAPONS VIOLATION,6
2016-04-19,1,ROBBERY,15
2016-04-19,1,BURGLARY,24
2016-04-19,1,NARCOTICS,8
2016-04-19,1,BURGLARY,5
2016-04-19,4,ASSAULT,15
2016-03-12,2,DECEPTIVE PRACTICE,16
2016-03-12,2,BURGLARY,18
2016-04-19,4,ASSAULT,6
2016-04-19,2,OTHER OFFENSE,7
2016-04-19,1,DECEPTIVE PRACTICE,6
2016-04-19,1,NARCOTICS,24
2013-02-28,1,THEFT,11
2016-03-12,2,OTHER OFFENSE,15
2016-04-19,3,THEFT,7
2016-01-11,1,DECEPTIVE PRACTICE,17
2016-02-17,1,MOTOR VEHICLE THEFT,19
2016-01-15,1,ROBBERY,25
2016-03-12,2,BURGLARY,4
2015-12-01,1,OFFENSE INVOLVING CHILDREN,17
2015-09-01,2,OFFENSE INVOLVING CHILDREN,9
2016-04-19,3,BURGLARY,2
2016-04-19,1,DECEPTIVE PRACTICE,4
2016-04-19,3,MOTOR VEHICLE THEFT,14
2016-02-12,1,DECEPTIVE PRACTICE,24
2015-11-19,1,DECEPTIVE PRACTICE,6
2015-07-19,1,CRIMINAL DAMAGE,18
2016-04-19,1,ASSAULT,3
2016-04-19,2,ASSAULT,2
2015-10-19,1,DECEPTIVE PRACTICE,10
2016-03-10,1,OFFENSE INVOLVING CHILDREN,9
2016-04-19,2,OTHER OFFENSE,9
2016-03-12,1,HOMICIDE,17
2016-04-19,2,BATTERY,1
2016-04-19,2,NARCOTICS,6
2016-04-19,3,ASSAULT,25
2016-04-19,1,CRIMINAL TRESPASS,7
2016-04-19,2,ASSAULT,22
2016-04-19,3,DECEPTIVE PRACTICE,22
2016-04-19,2,DECEPTIVE PRACTICE,18
2016-04-19,1,INTERFERENCE WITH PUBLIC OFFICER,5
2016-04-19,2,BURGLARY,9
2016-04-19,1,BURGLARY,7
2016-04-19,1,ASSAULT,19
2016-04-19,2,NARCOTICS,22
2016-04-19,1,BURGLARY,19
2016-04-19,1,OTHER OFFENSE,16
2015-07-29,1,ASSAULT,2
2015-08-31,1,BATTERY,25
2015-09-13,1,ROBBERY,25
2015-12-05,1,WEAPONS VIOLATION,6
2015-12-13,1,THEFT,22
2016-01-03,1,THEFT,22
2016-01-08,1,THEFT,22
2016-03-01,1,WEAPONS VIOLATION,25
2016-03-09,1,WEAPONS VIOLATION,25
2015-12-09,1,THEFT,18
2016-04-19,2,CRIMINAL DAMAGE,10
2016-04-19,3,MOTOR VEHICLE THEFT,10
2016-04-19,1,MOTOR VEHICLE THEFT,25
2016-04-19,3,CRIMINAL DAMAGE,2
2016-04-19,1,OTHER OFFENSE,25
2016-04-19,2,CRIMINAL DAMAGE,17
2016-03-13,9,BATTERY,6
2016-04-19,1,CRIMINAL TRESPASS,5
2016-04-19,1,DECEPTIVE PRACTICE,11
2016-04-19,1,ASSAULT,14
2016-03-13,12,BATTERY,11
2016-04-19,1,NARCOTICS,1
2016-04-19,1,ROBBERY,4
2016-04-19,1,CRIMINAL TRESPASS,18
2016-04-19,1,ARSON,7
2016-03-13,15,THEFT,18
2016-04-19,1,PUBLIC PEACE VIOLATION,4
2016-04-19,2,ROBBERY,25
2016-04-19,1,ASSAULT,12
2016-03-13,1,ARSON,11
2016-03-13,10,BATTERY,22
2016-04-19,1,CRIMINAL TRESPASS,16
2016-04-19,1,MOTOR VEHICLE THEFT,9
2016-04-19,2,CRIMINAL DAMAGE,9
2016-04-19,2,BURGLARY,3
2016-04-19,1,WEAPONS VIOLATION,3
2016-04-19,1,NARCOTICS,9
2016-04-19,3,CRIMINAL DAMAGE,1
2016-04-19,1,CRIMINAL TRESPASS,10
2016-04-19,2,CRIMINAL DAMAGE,15
2016-04-19,3,MOTOR VEHICLE THEFT,7
2016-04-19,1,OTHER OFFENSE,2
2016-04-19,1,CRIMINAL TRESPASS,6
2016-04-19,1,MOTOR VEHICLE THEFT,15
2016-04-19,1,WEAPONS VIOLATION,15
2016-04-19,1,ROBBERY,1
2016-04-19,1,BURGLARY,15
2016-04-19,1,BURGLARY,4
2016-04-19,1,WEAPONS VIOLATION,11
2016-04-19,1,ROBBERY,11
2016-04-19,1,BURGLARY,18
2016-04-19,1,CRIMINAL TRESPASS,11
2016-04-19,1,OFFENSE INVOLVING CHILDREN,2
2016-04-19,1,CRIMINAL TRESPASS,19
2016-04-19,3,MOTOR VEHICLE THEFT,4
2016-04-19,3,DECEPTIVE PRACTICE,3
2016-04-19,1,MOTOR VEHICLE THEFT,19
2016-04-19,1,CRIMINAL TRESPASS,25
2016-03-13,1,OFFENSE INVOLVING CHILDREN,4
2016-04-19,2,CRIMINAL DAMAGE,25
2016-04-19,1,ROBBERY,22
2016-04-19,2,BURGLARY,14
2016-04-19,1,DECEPTIVE PRACTICE,19
2016-03-13,3,CRIMINAL DAMAGE,8
2016-04-19,1,DECEPTIVE PRACTICE,14
2016-04-19,1,BURGLARY,1
2016-04-19,2,ROBBERY,9
2016-04-19,1,MOTOR VEHICLE THEFT,1
2016-04-19,1,MOTOR VEHICLE THEFT,17
2016-04-19,1,ROBBERY,8
2016-03-13,3,THEFT,5
2016-03-13,3,BATTERY,14
2016-04-19,1,OBSCENITY,10
2016-03-13,11,BATTERY,9
2016-03-13,7,BATTERY,7
2016-03-13,3,BURGLARY,7
2016-03-13,5,ASSAULT,4
2016-04-19,2,PROSTITUTION,11
2016-04-19,2,BATTERY,18
2016-04-19,1,BURGLARY,17
2016-04-19,2,DECEPTIVE PRACTICE,2
2016-03-13,1,ROBBERY,25
2016-04-19,3,DECEPTIVE PRACTICE,9
2016-04-19,2,DECEPTIVE PRACTICE,12
2016-03-13,1,MOTOR VEHICLE THEFT,6
2016-03-13,1,SEX OFFENSE,1
2016-03-13,1,SEX OFFENSE,2
2016-03-13,12,THEFT,6
2016-03-13,2,CRIMINAL DAMAGE,5
2016-03-13,9,BATTERY,8
2016-03-02,1,DECEPTIVE PRACTICE,16
2016-04-19,1,BURGLARY,16
2016-04-19,1,OTHER OFFENSE,15
2016-04-19,4,DECEPTIVE PRACTICE,16
2016-03-13,5,BATTERY,3
2016-03-13,1,OFFENSE INVOLVING CHILDREN,3
2016-02-14,1,MOTOR VEHICLE THEFT,3
2016-03-28,12,BATTERY,7
2016-03-21,3,DECEPTIVE PRACTICE,17
2016-03-13,3,OTHER OFFENSE,2
2016-03-13,1,OTHER OFFENSE,16
2016-01-01,2,DECEPTIVE PRACTICE,12
2016-03-13,2,PROSTITUTION,11
2015-09-01,1,DECEPTIVE PRACTICE,17
2016-03-13,2,DECEPTIVE PRACTICE,22
2016-03-13,3,ASSAULT,1
